timestamp,datetime,service/carts/qps(2xx),service/carts/latency,service/catalogue/qps(2xx),service/catalogue/latency,service/front-end/qps(2xx),service/front-end/latency,service/orders/qps(2xx),service/orders/latency,service/payment/qps(2xx),service/payment/latency,service/shipping/qps(2xx),service/shipping/latency,service/user/qps(2xx),service/user/latency,service/front-end/qps(4xx/5xx),container/carts/CPU Usage,container/carts/MEM Usage,container/carts/FS Reads Bytes,container/carts/FS Writes Bytes,container/carts/Network Input Bytes,container/carts/Network Output Bytes,container/carts/Network Input Packets,container/carts/Network Output Packets,container/carts-db/CPU Usage,container/carts-db/MEM Usage,container/carts-db/FS Reads Bytes,container/carts-db/FS Writes Bytes,container/carts-db/Network Input Bytes,container/carts-db/Network Output Bytes,container/carts-db/Network Input Packets,container/carts-db/Network Output Packets,container/catalogue/CPU Usage,container/catalogue/MEM Usage,container/catalogue/FS Reads Bytes,container/catalogue/FS Writes Bytes,container/catalogue/Network Input Bytes,container/catalogue/Network Output Bytes,container/catalogue/Network Input Packets,container/catalogue/Network Output Packets,container/catalogue-db/CPU Usage,container/catalogue-db/MEM Usage,container/catalogue-db/FS Reads Bytes,container/catalogue-db/FS Writes Bytes,container/catalogue-db/Network Input Bytes,container/catalogue-db/Network Output Bytes,container/catalogue-db/Network Input Packets,container/catalogue-db/Network Output Packets,container/front-end/CPU Usage,container/front-end/MEM Usage,container/front-end/FS Reads Bytes,container/front-end/FS Writes Bytes,container/front-end/Network Input Bytes,container/front-end/Network Output Bytes,container/front-end/Network Input Packets,container/front-end/Network Output Packets,container/orders/CPU Usage,container/orders/MEM Usage,container/orders/FS Reads Bytes,container/orders/FS Writes Bytes,container/orders/Network Input Bytes,container/orders/Network Output Bytes,container/orders/Network Input Packets,container/orders/Network Output Packets,container/orders-db/CPU Usage,container/orders-db/MEM Usage,container/orders-db/FS Reads Bytes,container/orders-db/FS Writes Bytes,container/orders-db/Network Input Bytes,container/orders-db/Network Output Bytes,container/orders-db/Network Input Packets,container/orders-db/Network Output Packets,container/payment/CPU Usage,container/payment/MEM Usage,container/payment/FS Reads Bytes,container/payment/FS Writes Bytes,container/payment/Network Input Bytes,container/payment/Network Output Bytes,container/payment/Network Input Packets,container/payment/Network Output Packets,container/shipping/CPU Usage,container/shipping/MEM Usage,container/shipping/FS Reads Bytes,container/shipping/FS Writes Bytes,container/shipping/Network Input Bytes,container/shipping/Network Output Bytes,container/shipping/Network Input Packets,container/shipping/Network Output Packets,container/user/CPU Usage,container/user/MEM Usage,container/user/FS Reads Bytes,container/user/FS Writes Bytes,container/user/Network Input Bytes,container/user/Network Output Bytes,container/user/Network Input Packets,container/user/Network Output Packets,container/user-db/CPU Usage,container/user-db/MEM Usage,container/user-db/FS Reads Bytes,container/user-db/FS Writes Bytes,container/user-db/Network Input Bytes,container/user-db/Network Output Bytes,container/user-db/Network Input Packets,container/user-db/Network Output Packets,container/rabbitmq/CPU Usage,container/rabbitmq/MEM Usage,container/rabbitmq/FS Reads Bytes,container/rabbitmq/FS Writes Bytes,container/rabbitmq/Network Input Bytes,container/rabbitmq/Network Output Bytes,container/rabbitmq/Network Input Packets,container/rabbitmq/Network Output Packets,container/queue-master/CPU Usage,container/queue-master/MEM Usage,container/queue-master/FS Reads Bytes,container/queue-master/FS Writes Bytes,container/queue-master/Network Input Bytes,container/queue-master/Network Output Bytes,container/queue-master/Network Input Packets,container/queue-master/Network Output Packets,node/192.168.199.31:9100/System Load,node/192.168.199.31:9100/CPU Usage,node/192.168.199.31:9100/Memory Usage,node/192.168.199.31:9100/Disk Write,node/192.168.199.31:9100/Disk Read,node/192.168.199.31:9100/Network Received,node/192.168.199.31:9100/Network Transmitted,node/192.168.199.32:9100/System Load,node/192.168.199.32:9100/CPU Usage,node/192.168.199.32:9100/Memory Usage,node/192.168.199.32:9100/Disk Write,node/192.168.199.32:9100/Disk Read,node/192.168.199.32:9100/Network Received,node/192.168.199.32:9100/Network Transmitted,node/192.168.199.33:9100/System Load,node/192.168.199.33:9100/CPU Usage,node/192.168.199.33:9100/Memory Usage,node/192.168.199.33:9100/Disk Write,node/192.168.199.33:9100/Disk Read,node/192.168.199.33:9100/Network Received,node/192.168.199.33:9100/Network Transmitted,node/192.168.199.35:9100/System Load,node/192.168.199.35:9100/CPU Usage,node/192.168.199.35:9100/Memory Usage,node/192.168.199.35:9100/Disk Write,node/192.168.199.35:9100/Disk Read,node/192.168.199.35:9100/Network Received,node/192.168.199.35:9100/Network Transmitted
1626611400,2021-07-18 12:30:00,null,null,null,0.0025042080000000078,3.3333333333333335,0.0009918134499999898,null,null,null,0.001489015999999982,null,null,null,0.002225579500000019,null,0.0014518823291938337,290881536,null,null,134.1856821691932,488.60921707117427,0.5481501783339937,0.3888903292234415,0.003778200241482374,63569920,0,4763.513938940514,150.42277934362716,3072.722491564783,1.7814880795854795,0.7444472016563023,0.0011704039037037047,11755520,null,null,86.55555555555556,105.78888888888889,0.1703703703703704,0.10370370370370371,0.0008847261740740727,420745216,0,0,207.11851851851853,2423.977777777778,2.307407407407408,1.6111111111111112,0.0015216124394815606,68305715.2,null,null,3076.913386098961,34255.08811467478,28.951873264825537,22.003719972625415,0.0018214384086490346,291030630.4,null,null,726.1418314855212,2749.7633222784225,2.8666711934324036,2.281484663934969,0.003739830311111112,63827968,0,4520.770370370371,167.05185185185184,3219.9296296296297,1.6851851851851853,1.0555555555555556,0.0011992457972066545,10137600,null,null,77.26695284056606,94.0262741713858,0.15925984911055224,0.1000003703717421,0.001973151425925921,277438464,null,null,102.77037037037037,530.2925925925927,0.41111111111111115,0.24074074074074076,0.00028235370370370376,12193792,null,null,105.83703703703705,121.14074074074075,0.3444444444444445,0.3851851851851852,0.0028668368777777786,35348480,0,2184.5333333333333,106.08148148148149,1493.1148148148147,1.2074074074074075,0.6851851851851852,0.006535573322222224,96251904,0,0,97.2074074074074,305.76296296296294,0.6481481481481481,0.5333333333333333,0.004013584392592617,241774592,null,null,393.41481481481486,485.69629629629634,4.692592592592593,3.514814814814815,1.11,25.199999999999754,961966080,425938.48888888885,307655.1111111111,47105.211111111115,126230.55555555556,0.48,13.000000000000398,1678249984,422889.2444444444,0,138117.47777777776,97467.04814814815,1.29,18.43333333333333,1846075392,634515.911111111,0,208180.40000000002,195401.24074074076,0.12,8.099730008999753,2208784384,102489.8834457395,0,161685.919681779,169909.88922263248
1626611401,2021-07-18 12:30:01,null,null,null,0.0025042080000000078,3.3333333333333335,0.0009918134499999898,null,null,null,0.001489015999999982,null,null,null,0.002225579500000019,null,0.0014518823291938337,290881536,null,null,134.1856821691932,488.60921707117427,0.5481501783339937,0.3888903292234415,0.003778200241482374,63569920,0,4763.513938940514,150.42277934362716,3072.722491564783,1.7814880795854795,0.7444472016563023,0.0012084103851851867,11751424,null,null,86.71111111111112,105.8851851851852,0.17407407407407408,0.10740740740740741,0.0009586475185185173,420745216,0,0,186.6,2181.8222222222225,2.0814814814814815,1.4555555555555557,0.0015383176580000785,68313907.2,null,null,3073.9800527656275,34184.532559119216,28.922243635195905,21.94446071336615,0.0017597554538342224,291030630.4,null,null,724.6973870410768,2748.6596185747185,2.8407452675064775,2.2629661454164505,0.003739830311111112,63827968,0,4520.770370370371,167.05185185185184,3219.9296296296297,1.6851851851851853,1.0555555555555556,0.0011992457972066545,10137600,null,null,77.26695284056606,94.0262741713858,0.15925984911055224,0.1000003703717421,0.001973151425925921,277438464,null,null,102.77037037037037,530.2925925925927,0.41111111111111115,0.24074074074074076,0.00028235370370370376,12193792,null,null,105.83703703703705,121.14074074074075,0.3444444444444445,0.3851851851851852,0.0028668368777777786,35348480,0,2184.5333333333333,106.08148148148149,1493.1148148148147,1.2074074074074075,0.6851851851851852,0.006535573322222224,96251904,0,0,97.2074074074074,305.76296296296294,0.6481481481481481,0.5333333333333333,0.00375084624444442,241782784,null,null,382.837037037037,472.1333333333333,4.566666666666666,3.4148148148148154,1.11,25.199999999999754,961966080,425938.48888888885,307655.1111111111,47105.211111111115,126230.55555555556,0.48,13.000000000000398,1678249984,422889.2444444444,0,138117.47777777776,97467.04814814815,1.29,18.43333333333333,1846075392,634515.911111111,0,208180.40000000002,195401.24074074076,0.12,8.099730008999753,2208784384,102489.8834457395,0,161685.919681779,169909.88922263248
1626611402,2021-07-18 12:30:02,null,null,null,0.0025042080000000078,3.3333333333333335,0.0009918134499999898,null,null,null,0.001489015999999982,null,null,null,0.002225579500000019,null,0.0014518823291938337,290881536,null,null,134.1856821691932,488.60921707117427,0.5481501783339937,0.3888903292234415,0.003778200241482374,63569920,0,4763.513938940514,150.42277934362716,3072.722491564783,1.7814880795854795,0.7444472016563023,0.0012084103851851867,11751424,null,null,86.71111111111112,105.8851851851852,0.17407407407407408,0.10740740740740741,0.0009586475185185173,420745216,0,0,186.6,2181.8222222222225,2.0814814814814815,1.4555555555555557,0.0015383176580000785,68313907.2,null,null,3073.9800527656275,34184.532559119216,28.922243635195905,21.94446071336615,0.0017597554538342224,291030630.4,null,null,724.6973870410768,2748.6596185747185,2.8407452675064775,2.2629661454164505,0.003739830311111112,63827968,0,4520.770370370371,167.05185185185184,3219.9296296296297,1.6851851851851853,1.0555555555555556,0.0011992457972066545,10137600,null,null,77.26695284056606,94.0262741713858,0.15925984911055224,0.1000003703717421,0.001973151425925921,277438464,null,null,102.77037037037037,530.2925925925927,0.41111111111111115,0.24074074074074076,0.00028235370370370376,12193792,null,null,105.83703703703705,121.14074074074075,0.3444444444444445,0.3851851851851852,0.0028668368777777786,35348480,0,2184.5333333333333,106.08148148148149,1493.1148148148147,1.2074074074074075,0.6851851851851852,0.006535573322222224,96251904,0,0,97.2074074074074,305.76296296296294,0.6481481481481481,0.5333333333333333,0.00375084624444442,241782784,null,null,382.837037037037,472.1333333333333,4.566666666666666,3.4148148148148154,1.11,25.199999999999754,961966080,425938.48888888885,307655.1111111111,47105.211111111115,126230.55555555556,0.48,13.000000000000398,1678249984,422889.2444444444,0,138117.47777777776,97467.04814814815,1.29,18.43333333333333,1846075392,634515.911111111,0,208180.40000000002,195401.24074074076,0.12,8.099730008999753,2208784384,102489.8834457395,0,161685.919681779,169909.88922263248
1626611403,2021-07-18 12:30:03,null,null,null,0.003325440499999999,3.3333333333333335,0.0009918134499999898,null,null,null,0.001489015999999982,null,null,null,0.002225579500000019,null,0.0014518823291938337,290881536,null,null,134.1856821691932,488.60921707117427,0.5481501783339937,0.3888903292234415,0.003778200241482374,63569920,0,4763.513938940514,150.42277934362716,3072.722491564783,1.7814880795854795,0.7444472016563023,0.0012084103851851867,11751424,null,null,86.71111111111112,105.8851851851852,0.17407407407407408,0.10740740740740741,0.0009586475185185173,420745216,0,0,186.6,2181.8222222222225,2.0814814814814815,1.4555555555555557,0.0015383176580000785,68313907.2,null,null,3073.9800527656275,34184.532559119216,28.922243635195905,21.94446071336615,0.0017597554538342224,291030630.4,null,null,724.6973870410768,2748.6596185747185,2.8407452675064775,2.2629661454164505,0.003739830311111112,63827968,0,4520.770370370371,167.05185185185184,3219.9296296296297,1.6851851851851853,1.0555555555555556,0.0011992457972066545,10137600,null,null,77.26695284056606,94.0262741713858,0.15925984911055224,0.1000003703717421,0.001973151425925921,277438464,null,null,102.77037037037037,530.2925925925927,0.41111111111111115,0.24074074074074076,0.00028235370370370376,12193792,null,null,105.83703703703705,121.14074074074075,0.3444444444444445,0.3851851851851852,0.0028668368777777786,35348480,0,2184.5333333333333,106.08148148148149,1493.1148148148147,1.2074074074074075,0.6851851851851852,0.006535573322222224,96251904,0,0,97.2074074074074,305.76296296296294,0.6481481481481481,0.5333333333333333,0.00375084624444442,241782784,null,null,382.837037037037,472.1333333333333,4.566666666666666,3.4148148148148154,1.11,25.199999999999754,961966080,425938.48888888885,307655.1111111111,47105.211111111115,126230.55555555556,0.48,13.000000000000398,1678249984,422889.2444444444,0,138117.47777777776,97467.04814814815,1.29,18.43333333333333,1846075392,634515.911111111,0,208180.40000000002,195401.24074074076,0.12,8.099730008999753,2208784384,102489.8834457395,0,161685.919681779,169909.88922263248
1626611404,2021-07-18 12:30:04,null,null,null,0.003325440499999999,3.3333333333333335,0.0009918134499999898,null,null,null,0.001489015999999982,null,null,null,0.002225579500000019,null,0.0014518823291938337,290881536,null,null,134.1856821691932,488.60921707117427,0.5481501783339937,0.3888903292234415,0.003778200241482374,63569920,0,4763.513938940514,150.42277934362716,3072.722491564783,1.7814880795854795,0.7444472016563023,0.0012084103851851867,11751424,null,null,86.71111111111112,105.8851851851852,0.17407407407407408,0.10740740740740741,0.0009586475185185173,420745216,0,0,186.6,2181.8222222222225,2.0814814814814815,1.4555555555555557,0.0015383176580000785,68313907.2,null,null,3073.9800527656275,34184.532559119216,28.922243635195905,21.94446071336615,0.0017597554538342224,291030630.4,null,null,724.6973870410768,2748.6596185747185,2.8407452675064775,2.2629661454164505,0.003739830311111112,63827968,0,4520.770370370371,167.05185185185184,3219.9296296296297,1.6851851851851853,1.0555555555555556,0.0011992457972066545,10137600,null,null,77.26695284056606,94.0262741713858,0.15925984911055224,0.1000003703717421,0.001973151425925921,277438464,null,null,102.77037037037037,530.2925925925927,0.41111111111111115,0.24074074074074076,0.00028235370370370376,12193792,null,null,105.83703703703705,121.14074074074075,0.3444444444444445,0.3851851851851852,0.0028668368777777786,35348480,0,2184.5333333333333,106.08148148148149,1493.1148148148147,1.2074074074074075,0.6851851851851852,0.006535573322222224,96251904,0,0,97.2074074074074,305.76296296296294,0.6481481481481481,0.5333333333333333,0.00375084624444442,241782784,null,null,382.837037037037,472.1333333333333,4.566666666666666,3.4148148148148154,1.11,25.199999999999754,961966080,425938.48888888885,307655.1111111111,47105.211111111115,126230.55555555556,0.48,13.000000000000398,1678249984,422889.2444444444,0,138117.47777777776,97467.04814814815,1.29,18.43333333333333,1846075392,634515.911111111,0,208180.40000000002,195401.24074074076,0.12,8.099730008999753,2208784384,102489.8834457395,0,161685.919681779,169909.88922263248
1626611405,2021-07-18 12:30:05,null,null,null,0.003325440499999999,3.333333333333333,0.0009918134499999898,null,null,null,0.001489015999999982,null,null,null,0.002225579500000019,null,0.0014518823291938337,290881536,null,null,134.1856821691932,488.60921707117427,0.5481501783339937,0.3888903292234415,0.003778200241482374,63569920,0,4763.513938940514,150.42277934362716,3072.722491564783,1.7814880795854795,0.7444472016563023,0.0012084103851851867,11751424,null,null,86.71111111111112,105.8851851851852,0.17407407407407408,0.10740740740740741,0.0009586475185185173,420745216,0,0,186.6,2181.8222222222225,2.0814814814814815,1.4555555555555557,0.0015383176580000785,68313907.2,null,null,3073.9800527656275,34184.532559119216,28.922243635195905,21.94446071336615,0.0017597554538342224,291030630.4,null,null,724.6973870410768,2748.6596185747185,2.8407452675064775,2.2629661454164505,0.003739830311111112,63827968,0,4520.770370370371,167.05185185185184,3219.9296296296297,1.6851851851851853,1.0555555555555556,0.0011992457972066545,10137600,null,null,77.26695284056606,94.0262741713858,0.15925984911055224,0.1000003703717421,0.001973151425925921,277438464,null,null,102.77037037037037,530.2925925925927,0.41111111111111115,0.24074074074074076,0.00028235370370370376,12193792,null,null,105.83703703703705,121.14074074074075,0.3444444444444445,0.3851851851851852,0.0028668368777777786,35348480,0,2184.5333333333333,106.08148148148149,1493.1148148148147,1.2074074074074075,0.6851851851851852,0.006535573322222224,96251904,0,0,97.2074074074074,305.76296296296294,0.6481481481481481,0.5333333333333333,0.00375084624444442,241782784,null,null,382.837037037037,472.1333333333333,4.566666666666666,3.4148148148148154,1.11,25.199999999999754,961966080,425938.48888888885,307655.1111111111,47105.211111111115,126230.55555555556,0.48,13.000000000000398,1678249984,422889.2444444444,0,138117.47777777776,97467.04814814815,1.29,18.43333333333333,1846075392,634515.911111111,0,208180.40000000002,195401.24074074076,0.12,8.099730008999753,2208784384,102489.8834457395,0,161685.919681779,169909.88922263248
1626611406,2021-07-18 12:30:06,null,null,null,0.003325440499999999,3.333333333333333,0.0009918134499999898,null,null,null,0.001489015999999982,null,null,null,0.002225579500000019,null,0.0014518823291938337,290881536,null,null,134.1856821691932,488.60921707117427,0.5481501783339937,0.3888903292234415,0.003778200241482374,63569920,0,4763.513938940514,150.42277934362716,3072.722491564783,1.7814880795854795,0.7444472016563023,0.0012084103851851867,11751424,null,null,86.71111111111112,105.8851851851852,0.17407407407407408,0.10740740740740741,0.0009586475185185173,420745216,0,0,186.6,2181.8222222222225,2.0814814814814815,1.4555555555555557,0.0015383176580000785,68313907.2,null,null,3073.9800527656275,34184.532559119216,28.922243635195905,21.94446071336615,0.0017597554538342224,291030630.4,null,null,724.6973870410768,2748.6596185747185,2.8407452675064775,2.2629661454164505,0.003739830311111112,63827968,0,4520.770370370371,167.05185185185184,3219.9296296296297,1.6851851851851853,1.0555555555555556,0.0011992457972066545,10137600,null,null,77.26695284056606,94.0262741713858,0.15925984911055224,0.1000003703717421,0.001973151425925921,277438464,null,null,102.77037037037037,530.2925925925927,0.41111111111111115,0.24074074074074076,0.00028235370370370376,12193792,null,null,105.83703703703705,121.14074074074075,0.3444444444444445,0.3851851851851852,0.0028668368777777786,35348480,0,2184.5333333333333,106.08148148148149,1493.1148148148147,1.2074074074074075,0.6851851851851852,0.006535573322222224,96251904,0,0,97.2074074074074,305.76296296296294,0.6481481481481481,0.5333333333333333,0.00375084624444442,241782784,null,null,382.837037037037,472.1333333333333,4.566666666666666,3.4148148148148154,1.11,25.199999999999754,961966080,425938.48888888885,307655.1111111111,47105.211111111115,126230.55555555556,0.48,13.000000000000398,1678249984,422889.2444444444,0,138117.47777777776,97467.04814814815,1.29,18.43333333333333,1846075392,634515.911111111,0,208180.40000000002,195401.24074074076,0.12,8.099730008999753,2208784384,102489.8834457395,0,161685.919681779,169909.88922263248
1626611407,2021-07-18 12:30:07,null,null,null,0.003325440499999999,3.333333333333333,0.0009918134499999898,null,null,null,0.001489015999999982,null,null,null,0.002225579500000019,null,0.0014518823291938337,290881536,null,null,134.1856821691932,488.60921707117427,0.5481501783339937,0.3888903292234415,0.003778200241482374,63569920,0,4763.513938940514,150.42277934362716,3072.722491564783,1.7814880795854795,0.7444472016563023,0.0012084103851851867,11751424,null,null,86.71111111111112,105.8851851851852,0.17407407407407408,0.10740740740740741,0.0009586475185185173,420745216,0,0,186.6,2181.8222222222225,2.0814814814814815,1.4555555555555557,0.0015383176580000785,68313907.2,null,null,3073.9800527656275,34184.532559119216,28.922243635195905,21.94446071336615,0.0017597554538342224,291030630.4,null,null,724.6973870410768,2748.6596185747185,2.8407452675064775,2.2629661454164505,0.003739830311111112,63827968,0,4520.770370370371,167.05185185185184,3219.9296296296297,1.6851851851851853,1.0555555555555556,0.0011992457972066545,10137600,null,null,77.26695284056606,94.0262741713858,0.15925984911055224,0.1000003703717421,0.001973151425925921,277438464,null,null,102.77037037037037,530.2925925925927,0.41111111111111115,0.24074074074074076,0.00028235370370370376,12193792,null,null,105.83703703703705,121.14074074074075,0.3444444444444445,0.3851851851851852,0.0028668368777777786,35348480,0,2184.5333333333333,106.08148148148149,1493.1148148148147,1.2074074074074075,0.6851851851851852,0.006535573322222224,96251904,0,0,97.2074074074074,305.76296296296294,0.6481481481481481,0.5333333333333333,0.00375084624444442,241782784,null,null,382.837037037037,472.1333333333333,4.566666666666666,3.4148148148148154,0.75,9.03333333333407,972419072,450742.0444444445,313480.53333333327,48014.43703703704,128147.59259259261,0.48,13.000000000000398,1678249984,422889.2444444444,0,138117.47777777776,97467.04814814815,1.29,18.43333333333333,1846075392,634515.911111111,0,208180.40000000002,195401.24074074076,0.12,8.099730008999753,2208784384,102489.8834457395,0,161685.919681779,169909.88922263248
1626611408,2021-07-18 12:30:08,null,null,null,0.003325440499999999,3.333333333333333,0.0009918134499999898,null,null,null,0.001489015999999982,null,null,null,0.002225579500000019,null,0.0014518823291938337,290881536,null,null,134.1856821691932,488.60921707117427,0.5481501783339937,0.3888903292234415,0.003778200241482374,63569920,0,4763.513938940514,150.42277934362716,3072.722491564783,1.7814880795854795,0.7444472016563023,0.0012084103851851867,11751424,null,null,86.71111111111112,105.8851851851852,0.17407407407407408,0.10740740740740741,0.0009586475185185173,420745216,0,0,186.6,2181.8222222222225,2.0814814814814815,1.4555555555555557,0.0015383176580000785,68313907.2,null,null,3073.9800527656275,34184.532559119216,28.922243635195905,21.94446071336615,0.0017597554538342224,291030630.4,null,null,724.6973870410768,2748.6596185747185,2.8407452675064775,2.2629661454164505,0.003739830311111112,63827968,0,4520.770370370371,167.05185185185184,3219.9296296296297,1.6851851851851853,1.0555555555555556,0.0011992457972066545,10137600,null,null,77.26695284056606,94.0262741713858,0.15925984911055224,0.1000003703717421,0.001973151425925921,277438464,null,null,102.77037037037037,530.2925925925927,0.41111111111111115,0.24074074074074076,0.00028235370370370376,12193792,null,null,105.83703703703705,121.14074074074075,0.3444444444444445,0.3851851851851852,0.0028668368777777786,35348480,0,2184.5333333333333,106.08148148148149,1493.1148148148147,1.2074074074074075,0.6851851851851852,0.006535573322222224,96251904,0,0,97.2074074074074,305.76296296296294,0.6481481481481481,0.5333333333333333,0.00375084624444442,241782784,null,null,382.837037037037,472.1333333333333,4.566666666666666,3.4148148148148154,0.75,9.03333333333407,972419072,450742.0444444445,313480.53333333327,48014.43703703704,128147.59259259261,0.48,13.000000000000398,1678249984,422889.2444444444,0,138117.47777777776,97467.04814814815,1.29,18.43333333333333,1846075392,634515.911111111,0,208180.40000000002,195401.24074074076,0.12,8.099730008999753,2208784384,102489.8834457395,0,161685.919681779,169909.88922263248
1626611409,2021-07-18 12:30:09,null,null,null,0.003325440499999999,3.333333333333333,0.0009918134499999898,null,null,null,0.001489015999999982,null,null,null,0.002225579500000019,null,0.0014518823291938337,290881536,null,null,134.1856821691932,488.60921707117427,0.5481501783339937,0.3888903292234415,0.003778200241482374,63569920,0,4763.513938940514,150.42277934362716,3072.722491564783,1.7814880795854795,0.7444472016563023,0.0012084103851851867,11751424,null,null,86.71111111111112,105.8851851851852,0.17407407407407408,0.10740740740740741,0.0009586475185185173,420745216,0,0,186.6,2181.8222222222225,2.0814814814814815,1.4555555555555557,0.0015383176580000785,68313907.2,null,null,3073.9800527656275,34184.532559119216,28.922243635195905,21.94446071336615,0.0017597554538342224,291030630.4,null,null,724.6973870410768,2748.6596185747185,2.8407452675064775,2.2629661454164505,0.003739830311111112,63827968,0,4520.770370370371,167.05185185185184,3219.9296296296297,1.6851851851851853,1.0555555555555556,0.0011992457972066545,10137600,null,null,77.26695284056606,94.0262741713858,0.15925984911055224,0.1000003703717421,0.001973151425925921,277438464,null,null,102.77037037037037,530.2925925925927,0.41111111111111115,0.24074074074074076,0.00028235370370370376,12193792,null,null,105.83703703703705,121.14074074074075,0.3444444444444445,0.3851851851851852,0.0028668368777777786,35348480,0,2184.5333333333333,106.08148148148149,1493.1148148148147,1.2074074074074075,0.6851851851851852,0.006535573322222224,96251904,0,0,97.2074074074074,305.76296296296294,0.6481481481481481,0.5333333333333333,0.00375084624444442,241782784,null,null,382.837037037037,472.1333333333333,4.566666666666666,3.4148148148148154,0.75,9.03333333333407,972419072,450742.0444444445,313480.53333333327,48014.43703703704,128147.59259259261,0.48,13.000000000000398,1678249984,422889.2444444444,0,138117.47777777776,97467.04814814815,1.29,18.43333333333333,1846075392,634515.911111111,0,208180.40000000002,195401.24074074076,0.12,8.099730008999753,2208784384,102489.8834457395,0,161685.919681779,169909.88922263248
